ERRO,COMANDO,NOMECAT,IDPRODUTO,CODPROD,NOMEPROD,PESO,DESCRICAO,ESTOQUE,ESTOQUEMINIMO,DISPONIVEL,PRECO,PRECOPROM,DATAPROMINICIO,DATAPROMFIM,IMAGEMPROD,IMAGEMDET,IMAGEMAMP,CORES,IDPRODUTOPAI,LARGURAPROD,ALTURAPROD,PROFUNDIDADEPROD,PRODMPN
"IDProdutoPai n„o pode ser alterado","A","Space Savers",4714219,"P13151-8","Suporte de Embaladores",1,029,"Suporte ideal para organizar rolos de papel alum√≠nio e filme PVC, podendo ser utilizado tamb√©m para guardar pacotes de biscoitos.",102,0,True,23,6,9,"03/01/2017","1/1/2049","13151_8.JPG","13151_8.JPG","13151_8.JPG",12321,4714752,0,0,0,"A"
"NomeCat do subproduto n„o existe","A","Suporte p/ lavanderia",4024794,"P1404-8","Suporte Duplo",1,38,"",6,0,True,25,7,5,"03/01/2017","1/1/2049","1404_8.jpg","1404_8.jpg","1404_8.jpg",12321,2251691,0,0,0,"A"
"NomeCat do subproduto n„o existe","A","Suporte p/ lavanderia",4510078,"P1416-8","Cabide para porta com 4 ganchos",0,773,"",654,0,True,14,9,4,47,"03/01/2017","1/1/2049","P1416_8.JPG","P1416_8.JPG","P1416_8.JPG",12321,4509717,0,0,0,"A"
"IDProduto n„o encontrado","A","Suporte p/ lavanderia",0,"P1419-1","Suporte p/ arpirador de p√≥",1,3,"",1000,0,True,9,9,2,97,"03/01/2017","1/1/2049","P1419_1.jpg","P1419_1.jpg","P1419_1.jpg",7250,"",0,0,0,"A"
"IDProduto n„o encontrado","A","Araras",0,"P1425-8/1","Arara smart cromo",0,"",12,0,True,81,24,3,"03/01/2017","1/1/2049","P1425_8_1.jpg","P1425_8_1.jpg","P1425_8_1.jpg",38375,"",0,0,0,"A"
"IDProduto n„o encontrado","A","Prateleiras para banheiro",0,"P1503-8","Prateleira Organizadora M√©dia",2,772,"",12,0,True,45,13,5,"03/01/2017","1/1/2049","P1503_8.jpg","P1503_8.jpg","P1503_8.jpg",12321,"",0,0,0,"A"
