IDProduto,CodProd,Preco,PrecoProm,DataPromInicio,DataPromFim
5685863,6012272-1/21,"287,5",250,03/01/2017 00:00,01/01/2049 00:00
5685864,6012272-1/31,"287,5",250,03/01/2017 00:00,01/01/2049 00:00
5685865,6012272-1/32,"287,5",250,03/01/2017 00:00,01/01/2049 00:00
5685866,6012272-1/33,"287,5",250,03/01/2017 00:00,01/01/2049 00:00
5685867,6012272-2/18,"287,5",250,03/01/2017 00:00,01/01/2049 00:00
5685868,6012272-2/21,"287,5",250,03/01/2017 00:00,01/01/2049 00:00
5685869,6012272-2/31,"287,5",250,03/01/2017 00:00,01/01/2049 00:00
5685870,6012272-2/32,"287,5",250,03/01/2017 00:00,01/01/2049 00:00
5685871,6012272-2/33,"287,5",250,03/01/2017 00:00,01/01/2049 00:00
5685872,6012272-25/18,"330,63","287,5",03/01/2017 00:00,01/01/2049 00:00
5685873,6012272-25/21,"330,63","287,5",03/01/2017 00:00,01/01/2049 00:00
5685874,6012272-25/31,"330,63","287,5",03/01/2017 00:00,01/01/2049 00:00
5685875,6012272-25/32,"330,63","287,5",03/01/2017 00:00,01/01/2049 00:00
5685876,6012272-25/33,"330,63","287,5",03/01/2017 00:00,01/01/2049 00:00
5685877,6012272-26/18,"330,63","287,5",03/01/2017 00:00,01/01/2049 00:00
5685878,6012272-26/21,"330,63","287,5",03/01/2017 00:00,01/01/2049 00:00
5685879,6012272-26/31,"330,63","287,5",03/01/2017 00:00,01/01/2049 00:00
5685880,6012272-26/32,"330,63","287,5",03/01/2017 00:00,01/01/2049 00:00
5685881,6012272-26/33,"330,63","287,5",03/01/2017 00:00,01/01/2049 00:00
5600083,6012267,"188,6",164,03/01/2017 00:00,01/01/2049 00:00
5685798,6012267-1/18,"188,6",164,03/01/2017 00:00,01/01/2049 00:00
5685799,6012267-1/21,"188,6",164,03/01/2017 00:00,01/01/2049 00:00
5685800,6012267-1/31,"188,6",164,03/01/2017 00:00,01/01/2049 00:00
5685801,6012267-1/32,"188,6",164,03/01/2017 00:00,01/01/2049 00:00
5685802,6012267-1/33,"188,6",164,03/01/2017 00:00,01/01/2049 00:00
5685803,6012267-2/18,"188,6",164,03/01/2017 00:00,01/01/2049 00:00
5685804,6012267-2/21,"188,6",164,03/01/2017 00:00,01/01/2049 00:00
5685805,6012267-2/31,"188,6",164,03/01/2017 00:00,01/01/2049 00:00
5685806,6012267-2/32,"188,6",164,03/01/2017 00:00,01/01/2049 00:00
5685807,6012267-2/33,"188,6",164,03/01/2017 00:00,01/01/2049 00:00
5685808,6012267-25/18,"216,89","188,6",03/01/2017 00:00,01/01/2049 00:00
5685809,6012267-25/21,"216,89","188,6",03/01/2017 00:00,01/01/2049 00:00
5685810,6012267-25/31,"216,89","188,6",03/01/2017 00:00,01/01/2049 00:00
5685811,6012267-25/32,"216,89","188,6",03/01/2017 00:00,01/01/2049 00:00
5685812,6012267-25/33,"216,89","188,6",03/01/2017 00:00,01/01/2049 00:00
5685813,6012267-26/18,"216,89","188,6",03/01/2017 00:00,01/01/2049 00:00
5685814,6012267-26/21,"216,89","188,6",03/01/2017 00:00,01/01/2049 00:00
5685815,6012267-26/31,"216,89","188,6",03/01/2017 00:00,01/01/2049 00:00
5685816,6012267-26/32,"216,89","188,6",03/01/2017 00:00,01/01/2049 00:00
5685817,6012267-26/33,"216,89","188,6",03/01/2017 00:00,01/01/2049 00:00
5685902,6012274-1/18,"200,1",174,03/01/2017 00:00,01/01/2049 00:00
5685903,6012274-1/21,"200,1",174,03/01/2017 00:00,01/01/2049 00:00
5685904,6012274-1/31,"200,1",174,03/01/2017 00:00,01/01/2049 00:00
5685905,6012274-1/32,"200,1",174,03/01/2017 00:00,01/01/2049 00:00
5685906,6012274-1/33,"200,1",174,03/01/2017 00:00,01/01/2049 00:00
5685907,6012274-2/18,"200,1",174,03/01/2017 00:00,01/01/2049 00:00
5685908,6012274-2/21,"200,1",174,03/01/2017 00:00,01/01/2049 00:00
5685909,6012274-2/31,"200,1",174,03/01/2017 00:00,01/01/2049 00:00
5685910,6012274-2/32,"200,1",174,03/01/2017 00:00,01/01/2049 00:00
5685911,6012274-2/33,"200,1",174,03/01/2017 00:00,01/01/2049 00:00
5685912,6012274-25/18,"230,12","200,1",03/01/2017 00:00,01/01/2049 00:00
5685913,6012274-25/21,"230,12","200,1",03/01/2017 00:00,01/01/2049 00:00
5685914,6012274-25/31,"230,12","200,1",03/01/2017 00:00,01/01/2049 00:00
5685915,6012274-25/32,"230,12","200,1",03/01/2017 00:00,01/01/2049 00:00
5685916,6012274-25/33,"230,12","200,1",03/01/2017 00:00,01/01/2049 00:00
5685917,6012274-26/18,"230,12","200,1",03/01/2017 00:00,01/01/2049 00:00
5685918,6012274-26/21,"230,12","200,1",03/01/2017 00:00,01/01/2049 00:00
5685919,6012274-26/31,"230,12","200,1",03/01/2017 00:00,01/01/2049 00:00
5685920,6012274-26/32,"230,12","200,1",03/01/2017 00:00,01/01/2049 00:00
5685921,6012274-26/33,"230,12","200,1",03/01/2017 00:00,01/01/2049 00:00
5600090,6012274,"200,1",174,03/01/2017 00:00,01/01/2049 00:00
5600085,6012269,"150,77","131,1",03/01/2017 00:00,01/01/2049 00:00
5685838,6012269-1/18,"131,1",114,03/01/2017 00:00,01/01/2049 00:00
5685839,6012269-1/21,"131,1",114,03/01/2017 00:00,01/01/2049 00:00
5685840,6012269-1/31,"131,1",114,03/01/2017 00:00,01/01/2049 00:00
5685841,6012269-1/32,"131,1",114,03/01/2017 00:00,01/01/2049 00:00
5685842,6012269-1/33,"131,1",114,03/01/2017 00:00,01/01/2049 00:00
5685843,6012269-2/18,"131,1",114,03/01/2017 00:00,01/01/2049 00:00
5685844,6012269-2/21,"131,1",114,03/01/2017 00:00,01/01/2049 00:00
5685845,6012269-2/31,"131,1",114,03/01/2017 00:00,01/01/2049 00:00
5685846,6012269-2/32,"131,1",114,03/01/2017 00:00,01/01/2049 00:00
5685847,6012269-2/33,"131,1",114,03/01/2017 00:00,01/01/2049 00:00
5685848,6012269-25/1,"150,77","131,1",03/01/2017 00:00,01/01/2049 00:00
5685849,6012269-25/21,"150,77","131,1",03/01/2017 00:00,01/01/2049 00:00
5685850,6012269-25/31,"150,77","131,1",03/01/2017 00:00,01/01/2049 00:00
5685851,6012269-25/32,"150,77","131,1",03/01/2017 00:00,01/01/2049 00:00
5685852,6012269-25/33,"150,77","131,1",03/01/2017 00:00,01/01/2049 00:00
5685853,6012269-26/18,"150,77","131,1",03/01/2017 00:00,01/01/2049 00:00
5685854,6012269-26/21,"150,77","131,1",03/01/2017 00:00,01/01/2049 00:00
5685855,6012269-26/31,"150,77","131,1",03/01/2017 00:00,01/01/2049 00:00
5685856,6012269-26/32,"150,77","131,1",03/01/2017 00:00,01/01/2049 00:00
5685857,6012269-26/33,"150,77","131,1",03/01/2017 00:00,01/01/2049 00:00
5600087,6012271,"213,9",186,03/01/2017 00:00,01/01/2049 00:00
5685960,6012271-1/18,"213,9",186,03/01/2017 00:00,01/01/2049 00:00
5685961,6012271-1/21,"213,9",186,03/01/2017 00:00,01/01/2049 00:00
5685962,6012271-1/31,"213,9",186,03/01/2017 00:00,01/01/2049 00:00
5685963,6012271-1/32,"213,9",186,03/01/2017 00:00,01/01/2049 00:00
5685964,6012271-1/33,"213,9",186,03/01/2017 00:00,01/01/2049 00:00
5685965,6012271-2/18,"213,9",186,03/01/2017 00:00,01/01/2049 00:00
5685966,6012271-2/21,"213,9",186,03/01/2017 00:00,01/01/2049 00:00
5685967,6012271-2/31,"213,9",186,03/01/2017 00:00,01/01/2049 00:00
5685968,6012271-2/32,"213,9",186,03/01/2017 00:00,01/01/2049 00:00
5685969,6012271-2/33,"213,9",186,03/01/2017 00:00,01/01/2049 00:00
5685970,6012271-25/18,"245,99","213,9",03/01/2017 00:00,01/01/2049 00:00
5685971,6012271-25/21,"245,99","213,9",03/01/2017 00:00,01/01/2049 00:00
5685972,6012271-25/31,"245,99","213,9",03/01/2017 00:00,01/01/2049 00:00
5685973,6012271-25/32,"245,99","213,9",03/01/2017 00:00,01/01/2049 00:00
5685974,6012271-25/33,"245,99","213,9",03/01/2017 00:00,01/01/2049 00:00
5685975,6012271-26/18,"245,99","213,9",03/01/2017 00:00,01/01/2049 00:00
5685976,6012271-26/21,"245,99","213,9",03/01/2017 00:00,01/01/2049 00:00
5685977,6012271-26/31,"245,99","213,9",03/01/2017 00:00,01/01/2049 00:00
5685978,6012271-26/32,"245,99","213,9",03/01/2017 00:00,01/01/2049 00:00
5685979,6012271-26/33,"245,99","213,9",03/01/2017 00:00,01/01/2049 00:00
5600082,6012266,"163,99","142,6",03/01/2017 00:00,01/01/2049 00:00
5685778,6012266-1/18,"142,6",124,03/01/2017 00:00,01/01/2049 00:00
5685779,6012266-1/21,"142,6",124,03/01/2017 00:00,01/01/2049 00:00
5685780,6012266-1/31,"142,6",124,03/01/2017 00:00,01/01/2049 00:00
5685781,6012266-1/32,"142,6",124,03/01/2017 00:00,01/01/2049 00:00
5685782,6012266-1/33,"142,6",124,03/01/2017 00:00,01/01/2049 00:00
5685783,6012266-2/18,"142,6",124,03/01/2017 00:00,01/01/2049 00:00
5685784,6012266-2/21,"142,6",124,03/01/2017 00:00,01/01/2049 00:00
5685785,6012266-2/31,"142,6",124,03/01/2017 00:00,01/01/2049 00:00
5685786,6012266-2/32,"142,6",124,03/01/2017 00:00,01/01/2049 00:00
5685787,6012266-2/33,"142,6",124,03/01/2017 00:00,01/01/2049 00:00
5685788,6012266-25/18,"163,99","142,6",03/01/2017 00:00,01/01/2049 00:00
5685789,6012266-25/21,"163,99","142,6",03/01/2017 00:00,01/01/2049 00:00
5685790,6012266-25/31,"163,99","142,6",03/01/2017 00:00,01/01/2049 00:00
5685791,6012266-25/32,"163,99","142,6",03/01/2017 00:00,01/01/2049 00:00
5685792,6012266-25/33,"163,99","142,6",03/01/2017 00:00,01/01/2049 00:00
5685793,6012266-26/18,"163,99","142,6",03/01/2017 00:00,01/01/2049 00:00
5685794,6012266-26/21,"163,99","142,6",03/01/2017 00:00,01/01/2049 00:00
5685795,6012266-26/31,"163,99","142,6",03/01/2017 00:00,01/01/2049 00:00
5685796,6012266-26/32,"163,99","142,6",03/01/2017 00:00,01/01/2049 00:00
5685797,6012266-26/33,"163,99","142,6",03/01/2017 00:00,01/01/2049 00:00
5695292,601469,"195,38","169,9",03/01/2017 00:00,01/01/2049 00:00
5695321,601469-1,"195,38","169,9",03/01/2017 00:00,01/01/2049 00:00
5695322,601470-1,"218,38","189,9",03/01/2017 00:00,01/01/2049 00:00
5695293,601470,"218,38","189,9",03/01/2017 00:00,01/01/2049 00:00
5648280,P601590,"21,9","6,5",03/01/2017 00:00,01/01/2049 00:00
5648349,P601590-1/2,"21,9","6,5",03/01/2017 00:00,01/01/2049 00:00
3806236,1563,"35,075","30,5",08/03/2015 00:00,01/01/2049 00:00
4024268,1563-0,"35,075","30,5",08/03/2015 00:00,01/01/2049 00:00
4024269,1563-9,"35,075","30,5",08/03/2015 00:00,01/01/2049 00:00
5488372,6013214,"16,4","10,9",26/10/2016 00:00,01/01/2049 00:00
5488374,6013214-s,"16,4","10,9",26/10/2016 00:00,01/01/2049 00:00
4985281,13177,120,"89,9",25/12/2016 00:00,01/01/2049 00:00
4985284,13177-1,120,"89,9",25/12/2016 00:00,01/01/2049 00:00
4985286,13177-8,"105,76","89,9",24/03/2016 12:00,01/01/2049 00:00
5465251,13177-26,138,"103,4",29/09/2016 00:00,01/01/2049 00:00
5445066,13199,74,"59,9",14/09/2016 00:00,01/01/2049 00:00
5445069,13199-1/1,74,"59,9",14/09/2016 00:00,01/01/2049 00:00
5445073,13199-26/1,85,"68,9",14/09/2016 00:00,01/01/2049 00:00
5445084,13200,156,99,14/09/2016 00:00,01/01/2049 00:00
5445087,13200-1/1,156,99,14/09/2016 00:00,01/01/2049 00:00
5445088,13200-26/1,"180,7","136,9",14/09/2016 00:00,01/01/2049 00:00
5252563,13189,119,"59,5",24/03/2016 00:00,01/01/2049 00:00
5252565,13189-1,119,"59,5",24/03/2016 00:00,01/01/2049 00:00
5510867,6013216,115,"79,9",14/11/2016 00:00,01/01/2049 00:00
5510869,6013216-1,115,"79,9",14/11/2016 00:00,01/01/2049 00:00
5510871,6013216-26,"132,5","103,4",14/11/2016 00:00,01/01/2049 00:00
5510953,6013217,119,97,14/11/2016 00:00,01/01/2049 00:00
5510955,6013217-1,119,97,14/11/2016 00:00,01/01/2049 00:00
5510957,6013217-26,137,"111,6",14/11/2016 00:00,01/01/2049 00:00
5510963,6013218,124,97,14/11/2016 00:00,01/01/2049 00:00
5510964,6013218-1,124,97,14/11/2016 00:00,01/01/2049 00:00
5510967,6013218-26,"142,8","111,6",14/11/2016 00:00,01/01/2049 00:00
5510971,6013219,121,89,14/11/2016 00:00,01/01/2049 00:00
5510972,6013219-1,121,89,14/11/2016 00:00,01/01/2049 00:00
5510973,6013219-26,"139,2","115,9",14/11/2016 00:00,01/01/2049 00:00
5695294,6013273,"183,92",149,03/01/2017 00:00,01/01/2049 00:00
5695323,6013273-1,"183,92",149,03/01/2017 00:00,01/01/2049 00:00
5639312,P601398,"129,9","69,9",03/01/2017 00:00,01/01/2049 00:00
5639333,P601398-1,"129,9","69,9",03/01/2017 00:00,01/01/2049 00:00
4903718,601118,427,199,01/01/2017 00:00,01/01/2049 00:00
4903720,601118-1,427,199,01/01/2017 00:00,01/01/2049 00:00
4903725,601118-2,"491,05",427,03/01/2017 00:00,01/01/2049 00:00
4903728,601118-8,"491,05",427,03/01/2017 00:00,01/01/2049 00:00
5474909,601118-26,"549,9","491,1",13/06/2017 00:00,01/01/2049 00:00
5695295,6010191,"297,85",259,03/01/2017 00:00,01/01/2049 00:00
5695324,6010191-1,"297,85",259,03/01/2017 00:00,01/01/2049 00:00
5695325,6010192-1,"366,85",319,03/01/2017 00:00,01/01/2049 00:00
5695296,6010192,"366,85",319,03/01/2017 00:00,01/01/2049 00:00
4024555,601320-1/2,"20,4","10,2",21/05/2016 00:00,01/01/2049 00:00
4024556,1320-1/4,"36,915","32,10",08/03/2015 00:00,01/01/2049 00:00
4024557,1320-1/7,"36,915","32,10",08/03/2015 00:00,01/01/2049 00:00
4024558,1320-8/1,"20,4","5,99",20/10/2016 00:00,01/01/2049 00:00
4024559,1320-8/2,"36,915","32,10",08/03/2015 00:00,01/01/2049 00:00
4024560,1320-8/4,"36,915","32,10",08/03/2015 00:00,01/01/2049 00:00
4024561,1320-8/7,"36,915","32,10",08/03/2015 00:00,01/01/2049 00:00
5600017,6013230,"98,67","85,8",03/01/2017 00:00,01/01/2049 00:00
5616127,6013230-1,"98,67","85,8",03/01/2017 00:00,01/01/2049 00:00
5616128,6013230-2,"98,67","85,8",03/01/2017 00:00,01/01/2049 00:00
5616129,6013230-25,"113,62","98,8",03/01/2017 00:00,01/01/2049 00:00
5616130,6013230-26,"113,62","98,8",03/01/2017 00:00,01/01/2049 00:00
5460529,1355-26,"64,17","55,8",27/09/2016 00:00,01/01/2049 00:00
2251746,P1355,"48,5","14,55",03/01/2017 00:00,01/01/2049 00:00
4024582,P1355-1,"48,5","14,55",03/01/2017 00:00,01/01/2049 00:00
4024583,1355-2,"55,775","48,50",08/03/2015 00:00,01/01/2049 00:00
4024584,1355-8,"55,775","48,50",08/03/2015 00:00,01/01/2049 00:00
4024585,1347-1,"27,7","19,47",08/03/2015 00:00,01/01/2049 00:00
4024586,1347-2,"27,7","19,47",08/03/2015 00:00,01/01/2049 00:00
4024587,1347-8,"27,7","19,47",08/03/2015 00:00,01/01/2049 00:00
2251741,1347,"27,7","19,47",08/03/2015 00:00,01/01/2049 00:00
5460527,1347-26,"38,41","33,4",27/09/2016 00:00,01/01/2049 00:00
5616119,6013228-1,"60,72","52,8",03/01/2017 00:00,01/01/2049 00:00
5616120,6013228-2,"60,72","52,8",03/01/2017 00:00,01/01/2049 00:00
5616121,6013228-25,"69,92","60,8",03/01/2017 00:00,01/01/2049 00:00
5616122,6013228-26,"69,92","60,8",03/01/2017 00:00,01/01/2049 00:00
5600015,6013228,"60,72","52,8",03/01/2017 00:00,01/01/2049 00:00
5600016,6013229,"73,37","63,8",03/01/2017 00:00,01/01/2049 00:00
5616123,6013229-1,"73,37","63,8",03/01/2017 00:00,01/01/2049 00:00
5616124,6013229-2,"73,37","63,8",03/01/2017 00:00,01/01/2049 00:00
5616125,6013229-25,"84,525","73,5",03/01/2017 00:00,01/01/2049 00:00
5616126,6013229-26,"84,525","73,5",03/01/2017 00:00,01/01/2049 00:00
5460528,1348-26,"48,76","42,4",27/09/2016 00:00,01/01/2049 00:00
2251742,1348,"42,32","36,80",08/03/2015 00:00,01/01/2049 00:00
4024588,1348-1,"42,32","36,80",08/03/2015 00:00,01/01/2049 00:00
4024589,1348-2,"42,32","36,80",08/03/2015 00:00,01/01/2049 00:00
4024590,1348-8,"42,32","36,80",08/03/2015 00:00,01/01/2049 00:00
5640867,P1348,24,"7,2",03/01/2017 00:00,01/01/2049 00:00
5640894,P1348-8,24,"7,2",03/01/2017 00:00,01/01/2049 00:00
4024334,P1344-2,45,"13,5",03/01/2017 00:00,01/01/2049 00:00
4024335,601344-1,"79,005","68,70",08/03/2015 00:00,01/01/2049 00:00
3758826,P601344,45,"13,5",03/01/2017 00:00,01/01/2049 00:00
5467517,6013258,"151,547","131,78",30/09/2016 00:00,01/01/2049 00:00
5467518,6013258-1/1,"151,547","131,78",30/09/2016 00:00,01/01/2049 00:00
5467523,6013258-26/30,"174,34","151,6",30/09/2016 00:00,01/01/2049 00:00
5467527,6013258-2/2,"151,547","131,78",30/09/2016 00:00,01/01/2049 00:00
4509638,P13137,59,"17,7",03/01/2017 00:00,01/01/2049 00:00
5448155,13137-26/9,"103,5","51,8",19/09/2016 00:00,01/01/2049 00:00
4509649,13137-1/1,"67,5",45,07/04/2016 00:00,01/01/2049 00:00
4509650,13137-2/2,"67,5",45,07/04/2016 00:00,01/01/2049 00:00
4509651,P13137-8/9,59,"17,7",03/01/2017 00:00,01/01/2049 00:00
4509652,13138-1/1,"94,5","64,5",07/04/2016 00:00,01/01/2049 00:00
4509653,13138-2/2,"94,5","64,5",07/04/2016 00:00,01/01/2049 00:00
4509654,13138-8/9,"94,5","64,5",07/04/2016 00:00,01/01/2049 00:00
5448182,13138-26/9,"148,5","74,2",19/09/2016 00:00,01/01/2049 00:00
4509639,13138,"94,5","64,5",07/04/2016 00:00,01/01/2049 00:00
4509640,13139,145,97,07/04/2016 00:00,01/01/2049 00:00
5448183,13139-26/9,"156,5","111,6",19/09/2016 00:00,01/01/2049 00:00
4509655,13139-1/1,145,97,07/04/2016 00:00,01/01/2049 00:00
4509656,13139-2/2,145,97,07/04/2016 00:00,01/01/2049 00:00
4509657,13139-8/9,135,90,07/04/2016 00:00,01/01/2049 00:00
4509658,13140-1/1,141,94,07/04/2016 00:00,01/01/2049 00:00
4509659,13140-2/2,141,94,07/04/2016 00:00,01/01/2049 00:00
4509660,13140-8/9,141,94,07/04/2016 00:00,01/01/2049 00:00
5448185,13140-26/9,"155,5","108,1",19/09/2016 00:00,01/01/2049 00:00
4509641,13140,141,94,07/04/2016 00:00,01/01/2049 00:00
4509642,P13141,136,"40,8",03/01/2017 00:00,01/01/2049 00:00
5448188,13141-26/9,"224,5","156,5",19/09/2016 00:00,01/01/2049 00:00
4509661,13141-1/1,204,136,06/02/2017 00:00,01/01/2049 00:00
4509662,13141-2/2,204,136,06/02/2017 00:00,01/01/2049 00:00
4509663,P13141-8/9,136,"40,8",03/01/2017 00:00,01/01/2049 00:00
5600027,6013240,154,"147,4",03/01/2017 00:00,01/01/2049 00:00
5616228,6013240-1/1,154,"147,4",03/01/2017 00:00,01/01/2049 00:00
5616229,6013240-2/2,154,"147,4",03/01/2017 00:00,01/01/2049 00:00
5616230,6013240-25/1,177,"169,7",03/01/2017 00:00,01/01/2049 00:00
5616231,6013240-25/2,177,"169,7",03/01/2017 00:00,01/01/2049 00:00
5616232,6013240-26/1,177,"169,7",03/01/2017 00:00,01/01/2049 00:00
5616233,6013240-26/30,177,"169,7",03/01/2017 00:00,01/01/2049 00:00
5621015,6013241-1/1,197,"189,2",03/01/2017 00:00,01/01/2049 00:00
5621016,6013241-2/2,197,"189,2",03/01/2017 00:00,01/01/2049 00:00
5621017,6013241-25/1,"227,5","217,6",03/01/2017 00:00,01/01/2049 00:00
5621018,6013241-25/2,"227,5","217,6",03/01/2017 00:00,01/01/2049 00:00
5621019,6013241-26/1,"227,5","217,6",03/01/2017 00:00,01/01/2049 00:00
5621020,6013241-26/30,"227,5","217,6",03/01/2017 00:00,01/01/2049 00:00
5600028,6013241,197,"189,2",03/01/2017 00:00,01/01/2049 00:00
5600029,6013242,"282,9","270,6",03/01/2017 00:00,01/01/2049 00:00
5616240,6013242-1/1,"282,9","270,6",03/01/2017 00:00,01/01/2049 00:00
5616241,6013242-2/2,"282,9","270,6",03/01/2017 00:00,01/01/2049 00:00
5616242,6013242-25/1,"325,45","311,3",03/01/2017 00:00,01/01/2049 00:00
5616243,6013242-25/2,"325,45","311,3",03/01/2017 00:00,01/01/2049 00:00
5616244,6013242-26/1,"325,45","311,3",03/01/2017 00:00,01/01/2049 00:00
5616245,6013242-26/30,"325,45","311,3",03/01/2017 00:00,01/01/2049 00:00
5616246,6013243-1/1,"278,3","266,2",03/01/2017 00:00,01/01/2049 00:00
5616247,6013243-2/2,"278,3","266,2",03/01/2017 00:00,01/01/2049 00:00
5616248,6013243-25/1,"320,1","306,3",03/01/2017 00:00,01/01/2049 00:00
5616249,6013243-25/2,"320,1","306,3",03/01/2017 00:00,01/01/2049 00:00
5616250,6013243-26/1,"320,1","306,3",03/01/2017 00:00,01/01/2049 00:00
5616251,6013243-26/30,"320,1","306,3",03/01/2017 00:00,01/01/2049 00:00
5600030,6013243,"278,3","266,2",03/01/2017 00:00,01/01/2049 00:00
5098011,1357,"13,8",12,03/01/2017 00:00,01/01/2049 00:00
5098030,1357-1,"13,8",12,03/01/2017 00:00,01/01/2049 00:00
5098032,1357-2,"13,8",12,03/01/2017 00:00,01/01/2049 00:00
5098033,1357-8,"13,8",12,03/01/2017 00:00,01/01/2049 00:00
5460524,1357-26,"15,87","13,8",27/09/2016 00:00,01/01/2049 00:00
5600031,6013244,"430,1","411,4",03/01/2017 00:00,01/01/2049 00:00
5616252,6013244-1/1,"430,1","411,4",03/01/2017 00:00,01/01/2049 00:00
5616253,6013244-2/2,"430,1","411,4",03/01/2017 00:00,01/01/2049 00:00
5616254,6013244-25/1,"494,7","473,3",03/01/2017 00:00,01/01/2049 00:00
5616255,6013244-25/2,"494,7","473,3",03/01/2017 00:00,01/01/2049 00:00
5616256,6013244-26/1,"494,7","473,3",03/01/2017 00:00,01/01/2049 00:00
5616257,6013244-26/30,"494,7","473,3",03/01/2017 00:00,01/01/2049 00:00
5610978,6013257,"96,14","83,6",03/01/2017 00:00,01/01/2049 00:00
5610982,601327-1/1,"96,14","83,6",03/01/2017 00:00,01/01/2049 00:00
5610985,6013257-2/2,"96,14","83,6",03/01/2017 00:00,01/01/2049 00:00
5610995,6013257-26/9,"110,63","96,2",03/01/2017 00:00,01/01/2049 00:00
5467533,6013261,"111,32","96,8",30/09/2016 00:00,01/01/2049 00:00
5467536,6013261-1/1,"111,32","96,8",30/09/2016 00:00,01/01/2049 00:00
5467537,6013261-2/2,"111,32","96,8",30/09/2016 00:00,01/01/2049 00:00
5467539,6013261-26/30,"128,11","111,4",30/09/2016 00:00,01/01/2049 00:00
4508454,1345,"49,9","33,63",08/03/2015 00:00,01/01/2049 00:00
4508455,1345-1,"49,9","33,63",08/03/2015 00:00,01/01/2049 00:00
4508464,1345-8,"49,9","33,63",08/03/2015 00:00,01/01/2049 00:00
5264609,P601345,"21,33","6,4",03/01/2017 00:00,01/01/2049 00:00
5264611,P1345-2,"21,33","6,4",03/01/2017 00:00,01/01/2049 00:00
5640866,P1345-8,"21,33","6,4",03/01/2017 00:00,01/01/2049 00:00
5281359,P1345-1,"21,33","6,4",03/01/2017 00:00,01/01/2049 00:00
5467543,6013259,"78,43","68,2",30/09/2016 00:00,01/01/2049 00:00
5467545,6013259-1/1,"78,43","68,2",30/09/2016 00:00,01/01/2049 00:00
5467551,6013259-2/2,"78,43","68,2",30/09/2016 00:00,01/01/2049 00:00
5467556,6013259-26/30,"90,275","78,5",30/09/2016 00:00,01/01/2049 00:00
3758858,P13111,"35,67","10,7",03/01/2017 00:00,01/01/2049 00:00
4024678,13111-2,"66,2","9,99",20/10/2016 00:00,01/01/2049 00:00
4024679,P13111-2,"35,67","10,7",03/01/2017 00:00,01/01/2049 00:00
4024680,13111-8,"66,2","46,11",08/03/2015 00:00,01/01/2049 00:00
5268878,601351,"22,8","19,99",20/10/2016 00:00,01/01/2049 00:00
5268880,601351-8,"22,8","19,99",20/10/2016 00:00,01/01/2049 00:00
5280954,601351-2,"45,6","22,8",10/05/2016 00:00,01/01/2049 00:00
5280957,601351-1,"45,6","22,8",10/05/2016 00:00,01/01/2049 00:00
5467437,6013260,"100,97","87,8",30/09/2016 00:00,01/01/2049 00:00
5467474,6013260-1/1,"100,97","87,8",30/09/2016 00:00,01/01/2049 00:00
5467477,6013260-26/30,"116,15",101,30/09/2016 00:00,01/01/2049 00:00
5467480,6013260-2/2,"100,97","87,8",30/09/2016 00:00,01/01/2049 00:00
4024691,13110e -1,"11,2","4,99",20/10/2016 00:00,01/01/2049 00:00
4024692,13110e -2,"11,2","4,99",20/10/2016 00:00,01/01/2049 00:00
4024693,P13110-8,"52,2","15,66",03/01/2017 00:00,01/01/2049 00:00
3758857,P13110,"52,2","15,66",03/01/2017 00:00,01/01/2049 00:00
4508450,601343,"19,2","12,99",20/10/2016 00:00,01/01/2049 00:00
4508451,601343-1,"38,4","19,2",08/03/2015 00:00,01/01/2049 00:00
4508452,601343-2,"19,2","12,99",20/10/2016 00:00,01/01/2049 00:00
4508453,601343-8,"74,06","64,40",08/03/2015 00:00,01/01/2049 00:00
4508300,P601342,"23,33",7,03/01/2017 00:00,01/01/2049 00:00
4508309,P601342-1,"23,33",7,03/01/2017 00:00,01/01/2049 00:00
4508448,601342-8,"39,6","27,29",08/03/2015 00:00,01/01/2049 00:00
4508449,P601342-2,"23,33",7,03/01/2017 00:00,01/01/2049 00:00
3758853,6012123,150,105,25/03/2015 00:00,01/01/2049 00:00
4024594,6012123-1/1,150,105,25/03/2015 00:00,01/01/2049 00:00
4024595,6012123-8/1,150,105,25/03/2015 00:00,01/01/2049 00:00
4024596,6012123-2/2,150,105,25/03/2015 00:00,01/01/2049 00:00
5256541,6012123-1/15,150,105,25/03/2015 00:00,01/01/2049 00:00
5475006,6012123-26/1,165,"120,8",25/03/2015 00:00,01/01/2049 00:00
5475011,12124-26,"101,085","87,9",03/01/2017 00:00,01/01/2049 00:00
3758856,12124,107,107,25/03/2015 00:00,01/01/2049 00:00
4024591,12124-1,107,75,25/03/2015 00:00,01/01/2049 00:00
4024592,12124-2,107,75,25/03/2015 00:00,01/01/2049 00:00
4024593,P12124-8,107,"32,1",03/01/2017 00:00,01/01/2049 00:00
4296909,1283,0,"55,25",08/03/2015 00:00,01/01/2049 00:00
4296911,1283-9,0,"55,25",08/03/2015 00:00,01/01/2049 00:00
4024601,4082-1,"92,7","42,22",08/03/2015 00:00,01/01/2049 00:00
2251605,4082,0,0,08/03/2015 00:00,01/01/2049 00:00
2251606,4081,0,0,08/03/2015 00:00,01/01/2049 00:00
4024602,4081-1,"15,6","12,00",08/03/2015 00:00,01/01/2049 00:00
2251715,4217,"117,2",82,25/03/2015 00:00,01/01/2049 00:00
4024597,4217-1,"117,2",82,25/03/2015 00:00,01/01/2049 00:00
