IDProduto,CodProd,Preco,PrecoProm,DataPromInicio,DataPromFim
5476838,6012187-26/1,"1.750,40","875,2",11/04/2016 00:00,01/01/2049 00:00
5476841,6012187-26/10,"1.750,40","875,2",11/04/2016 00:00,01/01/2049 00:00
5252506,6012187,"1.522,00",761,11/04/2016 00:00,01/01/2049 00:00
5252507,6012187-1/1,"1.522,00",761,11/04/2016 00:00,01/01/2049 00:00
5252510,6012187-1/10,"1.522,00",761,11/04/2016 00:00,01/01/2049 00:00
5252512,6012187-2/1,"1.522,00",761,11/04/2016 00:00,01/01/2049 00:00
5252514,6012187-2/10,"1.522,00",761,11/04/2016 00:00,01/01/2049 00:00
5252515,6012187-8/1,"1.522,00",761,11/04/2016 00:00,01/01/2049 00:00
5252516,6012187-8/10,"1.522,00",761,11/04/2016 00:00,01/01/2049 00:00
3758818,1288,"163,75",131,24/03/2016 12:00,01/01/2049 00:00
4024366,1288-1,"163,75",131,24/03/2016 12:00,01/01/2049 00:00
4024367,1288-2,"163,75",131,24/03/2016 12:00,01/01/2049 00:00
4024368,1288-8,"163,75",131,24/03/2016 12:00,01/01/2049 00:00
5474081,1288-26,"183,5","150,7",24/03/2016 12:00,01/01/2049 00:00
4024369,1276-1,"139,8",118,08/03/2015 00:00,01/01/2049 00:00
4024370,1276-2,"139,8",118,08/03/2015 00:00,01/01/2049 00:00
4024371,p1276-8,118,"35,4",03/01/2017 00:00,01/01/2049 00:00
5474960,1276-26,"156,055","135,7",03/01/2017 00:00,01/01/2049 00:00
3758817,1276,"139,8",118,08/03/2015 00:00,01/01/2049 00:00
4024372,1275-1,"117,9",103,08/03/2015 00:00,01/01/2049 00:00
4024373,1275-2,"117,9",103,08/03/2015 00:00,01/01/2049 00:00
4024374,p1275-8,59,"17,7",03/01/2017 00:00,01/01/2049 00:00
3758816,1275,"117,9",103,08/03/2015 00:00,01/01/2049 00:00
5474955,1275-26,"136,5","118,5",01/01/2017 00:00,01/01/2049 00:00
4878803,1279,"281,75",245,03/01/2017 00:00,01/01/2049 00:00
4878804,1279-1,"281,75",245,03/01/2017 00:00,01/01/2049 00:00
4878806,1279-2,"281,75",245,03/01/2017 00:00,01/01/2049 00:00
4878807,1279-8,"281,75",245,03/01/2017 00:00,01/01/2049 00:00
5474985,1279-26,"324,07","281,8",03/01/2017 00:00,01/01/2049 00:00
5474976,1278-26,"260,59","226,6",03/01/2017 00:00,01/01/2049 00:00
4878784,1278,"226,55",197,03/01/2017 00:00,01/01/2049 00:00
4878792,1278-1,"226,55",197,03/01/2017 00:00,01/01/2049 00:00
4878796,1278-2,"226,55",197,03/01/2017 00:00,01/01/2049 00:00
4878801,1278-8,"226,55",197,03/01/2017 00:00,01/01/2049 00:00
4878772,1277,"201,25",175,03/01/2017 00:00,01/01/2049 00:00
4878774,1277-1,"201,25",175,03/01/2017 00:00,01/01/2049 00:00
4878777,1277-2,"201,25",175,03/01/2017 00:00,01/01/2049 00:00
4878778,1277-8,"201,25",175,03/01/2017 00:00,01/01/2049 00:00
5474970,1277-26,"231,495","201,3",03/01/2017 00:00,01/01/2049 00:00
5250659,12182,"663,6","331,8",11/04/2016 00:00,01/01/2049 00:00
3758813,1262,"24,9","21,16",08/03/2015 00:00,01/01/2049 00:00
4024384,1262-1,"24,9","21,16",08/03/2015 00:00,01/01/2049 00:00
4024385,1262-2,"24,9","21,16",08/03/2015 00:00,01/01/2049 00:00
4024386,1262-8,"24,9","21,16",08/03/2015 00:00,01/01/2049 00:00
5474098,1308-26,"132,1","113,9",24/03/2016 12:00,01/01/2049 00:00
3758835,1308,"117,12",99,24/03/2016 12:00,01/01/2049 00:00
4024387,1308-1,"117,12",99,24/03/2016 12:00,01/01/2049 00:00
4024388,1308-8,"117,12","113,9",24/03/2016 12:00,01/01/2049 00:00
4024389,13116-1/1,"207,115","180,10",08/03/2015 00:00,01/01/2049 00:00
4024390,13116-1/2,"207,115","180,10",08/03/2015 00:00,01/01/2049 00:00
4024391,13116-1/7,"207,115","180,10",08/03/2015 00:00,01/01/2049 00:00
4024392,13116-2/1,"207,115","180,10",08/03/2015 00:00,01/01/2049 00:00
4024393,13116-2/2,"207,115","180,10",08/03/2015 00:00,01/01/2049 00:00
4024394,13116-2/7,"207,115","180,10",08/03/2015 00:00,01/01/2049 00:00
4024395,13116-8/1,"207,115","180,10",08/03/2015 00:00,01/01/2049 00:00
4024396,13116-8/2,"207,115","180,10",08/03/2015 00:00,01/01/2049 00:00
4024397,13116-8/7,"207,115","180,10",08/03/2015 00:00,01/01/2049 00:00
3806203,13116,"207,115","180,10",08/03/2015 00:00,01/01/2049 00:00
4692986,13160,"38,64","33,60",08/03/2015 00:00,01/01/2049 00:00
4692987,13160-1,"38,64","33,60",08/03/2015 00:00,01/01/2049 00:00
4458753,1372-1/2,"68,885","59,9",08/03/2015 00:00,01/01/2049 00:00
4458760,1372-8/2,"68,885","59,9",08/03/2015 00:00,01/01/2049 00:00
3758831,1372,"68,885","59,90",08/03/2015 00:00,01/01/2049 00:00
5641626,P1372-8/S,"68,885","59,9",03/01/2017 00:00,01/01/2049 00:00
4024398,1372-1/1,"68,885","59,90",08/03/2015 00:00,01/01/2049 00:00
4024399,1372-1/4,"68,885","59,90",08/03/2015 00:00,01/01/2049 00:00
4024400,1372-1/6,"68,885","59,90",08/03/2015 00:00,01/01/2049 00:00
4024401,1372-1/7,"68,885","59,90",08/03/2015 00:00,01/01/2049 00:00
4024402,1372-8/1,"68,885","59,90",08/03/2015 00:00,01/01/2049 00:00
4024403,1372-8/4,"68,885","59,90",08/03/2015 00:00,01/01/2049 00:00
4024404,1372-8/6,"68,885","59,90",08/03/2015 00:00,01/01/2049 00:00
4024405,P1372-8/7,"68,885","17,97",03/01/2017 00:00,01/01/2049 00:00
4110237,1371,"41,515","36,10",08/03/2015 00:00,01/01/2049 00:00
4110240,1371-1/1,"41,515","36,10",08/03/2015 00:00,01/01/2049 00:00
4110241,1371-1/4,"41,515","36,10",08/03/2015 00:00,01/01/2049 00:00
4110242,1371-1/6,"41,515","36,10",08/03/2015 00:00,01/01/2049 00:00
4110243,1371-1/7,"41,515","36,10",08/03/2015 00:00,01/01/2049 00:00
4110244,P1371-8/1,"36,1","10,83",03/01/2017 00:00,01/01/2049 00:00
4110245,1371-8/4,"41,515","36,10",08/03/2015 00:00,01/01/2049 00:00
4110246,1371-8/6,"41,515","36,10",08/03/2015 00:00,01/01/2049 00:00
4110247,P1371-8/7,"36,1","10,83",03/01/2017 00:00,01/01/2049 00:00
4458706,1371-1/2,"41,515","36,10",08/03/2015 00:00,01/01/2049 00:00
4458711,1371-8/2,"41,515","36,10",08/03/2015 00:00,01/01/2049 00:00
5475024,1373-26/1,"129,9",98,13/06/2017 00:00,01/01/2049 00:00
3758832,1373,"97,98","85,20",08/03/2015 00:00,01/01/2049 00:00
4024406,1373-1/1,"97,98","85,20",08/03/2015 00:00,01/01/2049 00:00
4024407,1373-1/4,"97,98","85,20",08/03/2015 00:00,01/01/2049 00:00
4024408,1373-1/6,"97,98","85,20",08/03/2015 00:00,01/01/2049 00:00
4024409,1373-1/7,"97,98","85,20",08/03/2015 00:00,01/01/2049 00:00
4024410,1373-26/2,"129,9",98,08/03/2015 00:00,01/01/2049 00:00
4024411,1373-8/4,"97,98","85,20",08/03/2015 00:00,01/01/2049 00:00
4024412,1373-8/6,"97,98","85,20",08/03/2015 00:00,01/01/2049 00:00
4024413,P1373-8/7,"85,2","25,56",03/01/2017 00:00,01/01/2049 00:00
2251577,1714,"30,245","26,30",26/11/2015 15:59,01/01/2049 00:00
4024414,1714-1,"30,245","26,30",26/11/2015 15:59,01/01/2049 00:00
4024415,1714-8,"30,245","26,30",26/11/2015 15:59,01/01/2049 00:00
5475094,1714-26,"34,845","30,3",03/01/2017 00:00,01/01/2049 00:00
3758803,1250,"12,65",11,08/03/2015 00:00,01/01/2049 00:00
4024189,1250-1/1,"12,65",11,08/03/2015 00:00,01/01/2049 00:00
4024190,1250-1/5,"12,65",11,08/03/2015 00:00,01/01/2049 00:00
4024191,1250-1/7,"12,65",11,08/03/2015 00:00,01/01/2049 00:00
4024192,1250-1/9,"12,65",11,08/03/2015 00:00,01/01/2049 00:00
4024193,1250-8/1,"12,65",11,08/03/2015 00:00,01/01/2049 00:00
4024194,1250-8/5,"12,65",11,08/03/2015 00:00,01/01/2049 00:00
4024195,1250-8/7,"12,65",11,08/03/2015 00:00,01/01/2049 00:00
4024196,1250-8/9,"12,65",11,08/03/2015 00:00,01/01/2049 00:00
5474935,1250-26/1,"14,605","12,7",03/01/2017 00:00,01/01/2049 00:00
5474936,1250-26/5,"14,605","12,7",03/01/2017 00:00,01/01/2049 00:00
5474937,1250-26/7,"14,605","12,7",03/01/2017 00:00,01/01/2049 00:00
5474938,1250-26/9,"14,605","12,7",03/01/2017 00:00,01/01/2049 00:00
5474941,1251-26/1,"21,85",19,03/01/2017 00:00,01/01/2049 00:00
5474942,1251-26/15,"21,85",19,03/01/2017 00:00,01/01/2049 00:00
5474944,1251-26/5,"21,85",19,03/01/2017 00:00,01/01/2049 00:00
5474946,1251-26/7,"21,85",19,03/01/2017 00:00,01/01/2049 00:00
4024197,1251-1/1,"18,975","16,5",08/03/2015 00:00,01/01/2049 00:00
4024198,1251-1/5,"18,975","16,5",08/03/2015 00:00,01/01/2049 00:00
4024199,1251-1/7,"18,975","16,5",08/03/2015 00:00,01/01/2049 00:00
4024200,1251-1/15,"18,975","16,5",08/03/2015 00:00,01/01/2049 00:00
4024201,p1251-8/1,"16,5","4,95",03/01/2017 00:00,01/01/2049 00:00
4024202,1251-8/5,"18,975","16,5",08/03/2015 00:00,01/01/2049 00:00
4024203,1251-8/7,"18,975","16,5",08/03/2015 00:00,01/01/2049 00:00
4024204,p1251-8/15,"16,5","4,95",03/01/2017 00:00,01/01/2049 00:00
3758806,p1251,"18,975","16,5",08/03/2015 00:00,01/01/2049 00:00
3758809,1252,"27,025","23,5",08/03/2015 00:00,01/01/2049 00:00
4024205,1252-1/1,"27,025","23,5",08/03/2015 00:00,01/01/2049 00:00
4024206,1252-1/5,"27,025","23,5",08/03/2015 00:00,01/01/2049 00:00
4024207,1252-1/7,"27,025","23,5",08/03/2015 00:00,01/01/2049 00:00
4024208,1252-1/15,"27,025","23,5",08/03/2015 00:00,01/01/2049 00:00
4024209,1252-8/1,"27,025","23,5",08/03/2015 00:00,01/01/2049 00:00
4024210,1252-8/5,"27,025","23,5",08/03/2015 00:00,01/01/2049 00:00
4024211,1252-8/7,"27,025","23,5",08/03/2015 00:00,01/01/2049 00:00
4024212,1252-8/15,"27,025","23,5",08/03/2015 00:00,01/01/2049 00:00
5474948,1252-26/1,"31,165","27,1",03/01/2017 00:00,01/01/2049 00:00
5474950,1252-26/15,"31,165","27,1",03/01/2017 00:00,01/01/2049 00:00
5474951,1252-26/5,"31,165","27,1",03/01/2017 00:00,01/01/2049 00:00
5474953,1252-26/7,"31,165","27,1",03/01/2017 00:00,01/01/2049 00:00
5474922,1227-26/1,"33,81","29,4",03/01/2017 00:00,01/01/2049 00:00
5474924,1227-26/15,"33,81","29,4",03/01/2017 00:00,01/01/2049 00:00
5474927,1227-26/5,"33,81","29,4",03/01/2017 00:00,01/01/2049 00:00
5474928,1227-26/7,"33,81","29,4",03/01/2017 00:00,01/01/2049 00:00
4024213,1227-1/1,"29,325","25,5",08/03/2015 00:00,01/01/2049 00:00
4024214,1227-1/5,"29,325","25,5",08/03/2015 00:00,01/01/2049 00:00
4024215,1227-1/7,"29,325","25,5",08/03/2015 00:00,01/01/2049 00:00
4024216,1227-1/15,"29,325","25,5",08/03/2015 00:00,01/01/2049 00:00
4024217,p1227-8/1,"25,5","7,65",03/01/2017 00:00,01/01/2049 00:00
4024218,1227-8/5,"29,325","25,5",08/03/2015 00:00,01/01/2049 00:00
4024219,1227-8/7,"29,325","25,5",08/03/2015 00:00,01/01/2049 00:00
4024220,p1227-8/15,"25,5","7,65",03/01/2017 00:00,01/01/2049 00:00
3758795,1227,"25,5","7,65",08/03/2015 00:00,01/01/2049 00:00
3758798,p1228,"20,3","6,09",08/03/2015 00:00,01/01/2049 00:00
4024221,1228-1/1,"23,345","20,3",08/03/2015 00:00,01/01/2049 00:00
4024222,1228-1/5,"23,345","20,3",08/03/2015 00:00,01/01/2049 00:00
4024223,1228-1/7,"23,345","20,3",08/03/2015 00:00,01/01/2049 00:00
4024224,1228-1/15,"20,3","6,09",08/03/2015 00:00,01/01/2049 00:00
4024225,p1228-8/1,"20,3","6,09",03/01/2017 00:00,01/01/2049 00:00
4024226,1228-8/5,"23,345","20,3",08/03/2015 00:00,01/01/2049 00:00
4024227,1228-8/7,"23,345","20,3",08/03/2015 00:00,01/01/2049 00:00
4024228,p1228-8/15,"20,3","6,09",03/01/2017 00:00,01/01/2049 00:00
5474930,1228-26/1,"26,91","23,4",03/01/2017 00:00,01/01/2049 00:00
5474931,1228-26/15,"26,91","23,4",03/01/2017 00:00,01/01/2049 00:00
5474933,1228-26/5,"26,91","23,4",03/01/2017 00:00,01/01/2049 00:00
5474934,1228-26/7,"26,91","23,4",03/01/2017 00:00,01/01/2049 00:00
3806229,12146,"19,665","17,1",03/01/2017 00:00,01/01/2049 00:00
5640862,P12146-8/S,17,"5,13",03/01/2017 00:00,01/01/2049 00:00
4024229,12146-1/1,"19,665","17,1",08/03/2015 00:00,01/01/2049 00:00
4024230,12146-1/5,"19,665","17,1",08/03/2015 00:00,01/01/2049 00:00
4024231,12146-1/11,"19,665","17,1",08/03/2015 00:00,01/01/2049 00:00
4024232,P12146-8/1,17,"5,13",03/01/2017 00:00,01/01/2049 00:00
4024233,12146-8/5,"19,665","17,1",08/03/2015 00:00,01/01/2049 00:00
4024234,12146-8/11,"19,665","17,1",08/03/2015 00:00,01/01/2049 00:00
4024235,12145-1/1,"22,31","19,4",08/03/2015 00:00,01/01/2049 00:00
4024236,12145-1/5,"22,31","19,4",08/03/2015 00:00,01/01/2049 00:00
4024237,12145-1/11,"22,31","19,4",08/03/2015 00:00,01/01/2049 00:00
4024238,12145-8/1,"22,31","19,4",08/03/2015 00:00,01/01/2049 00:00
4024239,12145-8/5,"22,31","19,4",08/03/2015 00:00,01/01/2049 00:00
4024240,12145-8/11,"22,31","19,4",08/03/2015 00:00,01/01/2049 00:00
5640861,P12145-8/S,"11,67","3,5",03/01/2017 00:00,01/01/2049 00:00
3806231,12145,"22,31","19,4",03/01/2017 00:00,01/01/2049 00:00
3806225,12144,"16,675","14,5",08/03/2015 00:00,01/01/2049 00:00
4024241,12144-1/1,"16,675","14,5",08/03/2015 00:00,01/01/2049 00:00
4024242,12144-1/5,"16,675","14,5",08/03/2015 00:00,01/01/2049 00:00
4024243,12144-1/11,"16,675","14,5",08/03/2015 00:00,01/01/2049 00:00
4024244,12144-8/1,"16,675","14,5",08/03/2015 00:00,01/01/2049 00:00
4024245,12144-8/5,"16,675","14,5",08/03/2015 00:00,01/01/2049 00:00
4024246,12144-8/11,"16,675","14,5",08/03/2015 00:00,01/01/2049 00:00
4024247,12143e -1/1,"16,6","5,9",20/10/2016 00:00,01/01/2049 00:00
4024248,P12143-1/5,"5,9","1,77",03/01/2017 00:00,01/01/2049 00:00
4024249,12143-1/11,"19,09","16,6",08/03/2015 00:00,01/01/2049 00:00
4024250,12143-8/1,"19,09","16,6",08/03/2015 00:00,01/01/2049 00:00
4024251,12143-8/5,"19,09","16,6",08/03/2015 00:00,01/01/2049 00:00
4024252,12143-8/11,"19,09","16,6",08/03/2015 00:00,01/01/2049 00:00
3806227,12143,"5,9","1,77",03/01/2017 00:00,01/01/2049 00:00
5484279,12165e,"33,8","11,9",20/10/2016 00:00,01/01/2049 00:00
5484280,P12165-8,"11,64","3,5",03/01/2017 00:00,01/01/2049 00:00
5484977,P12166,"5,67","1,7",03/01/2017 00:00,01/01/2049 00:00
5484978,P12166-1/11,"5,67","1,7",03/01/2017 00:00,01/01/2049 00:00
3758836,1411,13,"3,9",08/03/2015 00:00,01/01/2049 00:00
5474403,1411-26/1,"17,25",15,03/01/2017 00:00,01/01/2049 00:00
5648265,P1411-8/5,13,"3,9",03/01/2017 00:00,01/01/2049 00:00
5648266,P1411-8/9,13,"3,9",03/01/2017 00:00,01/01/2049 00:00
4024416,1411-1/1,13,"9,69",08/03/2015 00:00,01/01/2049 00:00
4024417,P1411-8/1,13,"3,9",03/01/2017 00:00,01/01/2049 00:00
4024418,1411-2/1,13,"9,69",08/03/2015 00:00,01/01/2049 00:00
5639351,p1214-8/1,"9,33","2,8",03/01/2017 00:00,01/01/2049 00:00
5639301,p1214,"9,33","2,8",03/01/2017 00:00,01/01/2049 00:00
5474911,1201-26/1,"50,945","44,3",03/01/2017 00:00,01/01/2049 00:00
3758788,1201,"38,5","32,72",08/03/2015 00:00,01/01/2049 00:00
4024419,1201-1/1,"38,5","32,72",08/03/2015 00:00,01/01/2049 00:00
4024420,1201-8/1,"38,5","32,72",08/03/2015 00:00,01/01/2049 00:00
4024421,1201-2/1,"38,5","32,72",08/03/2015 00:00,01/01/2049 00:00
5639303,p1215,"7,33","2,2",03/01/2017 00:00,01/01/2049 00:00
5639352,p1215-8/1,"7,33","2,2",03/01/2017 00:00,01/01/2049 00:00
5640857,P1298-8/s,18,"5,4",03/01/2017 00:00,01/01/2049 00:00
5474994,1298-26/1,"37,26","32,4",03/01/2017 00:00,01/01/2049 00:00
4024422,1298-1/1,"28,1","23,84",08/03/2015 00:00,01/01/2049 00:00
4024423,P1298-8/1,18,"5,4",03/01/2017 00:00,01/01/2049 00:00
4024424,1298-2/1,"28,1","23,84",08/03/2015 00:00,01/01/2049 00:00
3758819,P1298,18,"5,4",03/01/2017 00:00,01/01/2049 00:00
3758802,601212,"18,9","15,6",08/03/2015 00:00,01/01/2049 00:00
4024425,601212-1/1,"18,9","15,6",08/03/2015 00:00,01/01/2049 00:00
4024426,1212-1/9,"15,6","13,26",08/03/2015 00:00,01/01/2049 00:00
4024427,p1212-8/1,"15,6","4,68",03/01/2017 00:00,01/01/2049 00:00
4024428,P1212-8/9,"15,6","13,26",08/03/2015 00:00,01/01/2049 00:00
5474916,601212-26/1,23,18,01/01/2017 00:00,01/01/2049 00:00
5474919,601212-1/28,18,"15,6",01/01/2017 00:00,01/01/2049 00:00
5698038,601212-1/27,"18,9","15,6",01/01/2017 00:00,01/01/2049 00:00
5698041,601212-1/29,"18,9","15,6",01/01/2017 00:00,01/01/2049 00:00
5698047,601212-1/30,"18,9","15,6",01/01/2017 00:00,01/01/2049 00:00
5698050,601212-26/27,23,18,01/01/2017 00:00,01/01/2049 00:00
5698051,601212-26/28,23,18,01/01/2017 00:00,01/01/2049 00:00
5698053,601212-26/29,23,18,01/01/2017 00:00,01/01/2049 00:00
5698054,601212-26/30,23,18,01/01/2017 00:00,01/01/2049 00:00
5640858,P12127-1/4,7,"2,1",03/01/2017 00:00,01/01/2049 00:00
5533877,P12127,7,"2,1",03/01/2017 00:00,01/01/2049 00:00
5474331,1207-26,"23,23","20,2",03/01/2017 00:00,01/01/2049 00:00
4423236,1207-1,"24,9","17,5",08/03/2015 00:00,01/01/2049 00:00
4423237,p1207-8,"17,5","5,25",03/01/2017 00:00,01/01/2049 00:00
2251705,1207,"24,9","17,5",08/03/2015 00:00,01/01/2049 00:00
5469095,6012235,"33,2","9,99",20/10/2016 00:00,01/01/2049 00:00
5469889,6012235-1/5,"33,2","9,99",20/10/2016 00:00,01/01/2049 00:00
5600066,6012250,"22,77","19,8",03/01/2017 00:00,01/01/2049 00:00
5685625,6012250-1/1,"22,77","19,8",03/01/2017 00:00,01/01/2049 00:00
5685626,6012250-1/15,"22,77","19,8",03/01/2017 00:00,01/01/2049 00:00
5685627,6012250-1/27,"22,77","19,8",03/01/2017 00:00,01/01/2049 00:00
5685628,6012250-1/28,"22,77","19,8",03/01/2017 00:00,01/01/2049 00:00
5685629,6012250-1/29,"22,77","19,8",03/01/2017 00:00,01/01/2049 00:00
5685630,6012250-1/30,"22,77","19,8",03/01/2017 00:00,01/01/2049 00:00
5685631,6012250-2/1,"22,77","19,8",03/01/2017 00:00,01/01/2049 00:00
5685632,6012250-2/15,"22,77","19,8",03/01/2017 00:00,01/01/2049 00:00
5685633,6012250-2/27,"22,77","19,8",03/01/2017 00:00,01/01/2049 00:00
5685634,6012250-2/28,"22,77","19,8",03/01/2017 00:00,01/01/2049 00:00
5685635,6012250-2/29,"22,77","19,8",03/01/2017 00:00,01/01/2049 00:00
5685636,6012250-2/30,"22,77","19,8",03/01/2017 00:00,01/01/2049 00:00
5685637,6012250-25/1,"26,22","22,8",03/01/2017 00:00,01/01/2049 00:00
5685638,6012250-25/2,"26,22","22,8",03/01/2017 00:00,01/01/2049 00:00
5685639,6012250-26/1,"26,22","22,8",03/01/2017 00:00,01/01/2049 00:00
5685640,6012250-26/15,"26,22","22,8",03/01/2017 00:00,01/01/2049 00:00
5685641,6012250-26/27,"26,22","22,8",03/01/2017 00:00,01/01/2049 00:00
5685642,6012250-26/28,"26,22","22,8",03/01/2017 00:00,01/01/2049 00:00
5685643,6012250-26/29,"26,22","22,8",03/01/2017 00:00,01/01/2049 00:00
5685644,6012250-26/30,"26,22","22,8",03/01/2017 00:00,01/01/2049 00:00
5685645,6012251-1/1,"32,2",28,03/01/2017 00:00,01/01/2049 00:00
5685646,6012251-1/15,"32,2",28,03/01/2017 00:00,01/01/2049 00:00
5685647,6012251-1/27,"32,2",28,03/01/2017 00:00,01/01/2049 00:00
5685648,6012251-1/28,"32,2",28,03/01/2017 00:00,01/01/2049 00:00
5685649,6012251-1/29,"32,2",28,03/01/2017 00:00,01/01/2049 00:00
5685650,6012251-1/30,"32,2",28,03/01/2017 00:00,01/01/2049 00:00
5685651,6012251-2/1,"32,2",28,03/01/2017 00:00,01/01/2049 00:00
5685652,6012251-2/15,"32,2",28,03/01/2017 00:00,01/01/2049 00:00
5685653,6012251-2/27,"32,2",28,03/01/2017 00:00,01/01/2049 00:00
5685654,6012251-2/28,"32,2",28,03/01/2017 00:00,01/01/2049 00:00
5685655,6012251-2/29,"32,2",28,03/01/2017 00:00,01/01/2049 00:00
5685656,6012251-2/30,"32,2",28,03/01/2017 00:00,01/01/2049 00:00
5685657,6012251-25/1,"37,03","32,2",03/01/2017 00:00,01/01/2049 00:00
5685658,6012251-25/2,"37,03","32,2",03/01/2017 00:00,01/01/2049 00:00
5685659,6012251-26/1,"37,03","32,2",03/01/2017 00:00,01/01/2049 00:00
5685660,6012251-26/15,"37,03","32,2",03/01/2017 00:00,01/01/2049 00:00
5685661,6012251-26-27,"37,03","32,2",03/01/2017 00:00,01/01/2049 00:00
5685662,6012251-26/28,"37,03","32,2",03/01/2017 00:00,01/01/2049 00:00
5685663,6012251-26/29,"37,03","32,2",03/01/2017 00:00,01/01/2049 00:00
5685664,6012251-26/30,"37,03","32,2",03/01/2017 00:00,01/01/2049 00:00
5600067,6012251,"32,2",28,03/01/2017 00:00,01/01/2049 00:00
5600068,6012252,"42,55",37,03/01/2017 00:00,01/01/2049 00:00
5685665,6012252-1/1,"42,55",37,03/01/2017 00:00,01/01/2049 00:00
5685666,6012252-1/15,"42,55",37,03/01/2017 00:00,01/01/2049 00:00
5685667,6012252-1/27,"42,55",37,03/01/2017 00:00,01/01/2049 00:00
5685668,6012252-1/28,"42,55",37,03/01/2017 00:00,01/01/2049 00:00
5685669,6012252-1/29,"42,55",37,03/01/2017 00:00,01/01/2049 00:00
5685670,6012252-1/30,"42,55",37,03/01/2017 00:00,01/01/2049 00:00
5685671,6012252-2/1,"42,55",37,03/01/2017 00:00,01/01/2049 00:00
5685672,6012252-2/15,"42,55",37,03/01/2017 00:00,01/01/2049 00:00
5685673,6012252-2/27,"42,55",37,03/01/2017 00:00,01/01/2049 00:00
5685674,6012252-2/28,"42,55",37,03/01/2017 00:00,01/01/2049 00:00
5685675,6012252-2/29,"42,55",37,03/01/2017 00:00,01/01/2049 00:00
5685676,6012252-2/30,"42,55",37,03/01/2017 00:00,01/01/2049 00:00
5685677,6012252-25/1,"48,99","42,6",03/01/2017 00:00,01/01/2049 00:00
5685678,6012252-25/2,"48,99","42,6",03/01/2017 00:00,01/01/2049 00:00
5685679,6012252-26/1,"48,99","42,6",03/01/2017 00:00,01/01/2049 00:00
5685680,6012252-26/15,"48,99","42,6",03/01/2017 00:00,01/01/2049 00:00
5685681,6012252-26/27,"48,99","42,6",03/01/2017 00:00,01/01/2049 00:00
5685682,6012252-26/28,"48,99","42,6",03/01/2017 00:00,01/01/2049 00:00
5685683,6012252-26/29,"48,99","42,6",03/01/2017 00:00,01/01/2049 00:00
5685684,6012252-26/30,"48,99","42,6",03/01/2017 00:00,01/01/2049 00:00
4436674,12148,"10,32","8,60",08/03/2015 00:00,01/01/2049 00:00
4436679,12148-1,"10,32","8,60",08/03/2015 00:00,01/01/2049 00:00
4436680,12148-2,"10,32","8,60",08/03/2015 00:00,01/01/2049 00:00
4436681,12148-5,"10,32","8,60",08/03/2015 00:00,01/01/2049 00:00
4436682,12148-7,"10,32","8,60",08/03/2015 00:00,01/01/2049 00:00
4436683,12148-9,"10,32","8,60",08/03/2015 00:00,01/01/2049 00:00
4436684,12148-11,"10,32","8,60",08/03/2015 00:00,01/01/2049 00:00
5600077,6012259,"27,83","24,2",03/01/2017 00:00,01/01/2049 00:00
5685710,6012259-1,"24,15",21,03/01/2017 00:00,01/01/2049 00:00
5685711,6012259-2,"24,15",21,03/01/2017 00:00,01/01/2049 00:00
5685712,6012259-25,"27,83","24,2",03/01/2017 00:00,01/01/2049 00:00
5685713,6012259-26,"27,83","24,2",03/01/2017 00:00,01/01/2049 00:00
5600062,6012246,"17,25",15,03/01/2017 00:00,01/01/2049 00:00
5685557,6012246-1/1,"17,25",15,03/01/2017 00:00,01/01/2049 00:00
5685558,6012246-1/2,"17,25",15,03/01/2017 00:00,01/01/2049 00:00
5685559,6012246-1/27,"17,25",15,03/01/2017 00:00,01/01/2049 00:00
5685560,6012246-1/28,"17,25",15,03/01/2017 00:00,01/01/2049 00:00
5685561,6012246-1/29,"17,25",15,03/01/2017 00:00,01/01/2049 00:00
5685562,6012246-1/30,"17,25",15,03/01/2017 00:00,01/01/2049 00:00
5685563,6012246-25/1,"19,9","17,3",03/01/2017 00:00,01/01/2049 00:00
5685564,6012246-25/2,"19,9","17,3",03/01/2017 00:00,01/01/2049 00:00
5685565,6012246-26/1,"19,9","17,3",03/01/2017 00:00,01/01/2049 00:00
5685566,6012246-26/2,"19,9","17,3",03/01/2017 00:00,01/01/2049 00:00
5685567,6012246-26/27,"19,9","17,3",03/01/2017 00:00,01/01/2049 00:00
5685568,6012246-26/28,"19,9","17,3",03/01/2017 00:00,01/01/2049 00:00
5685569,6012246-26/29,"19,9","17,3",03/01/2017 00:00,01/01/2049 00:00
5685570,6012246-26/30,"19,9","17,3",03/01/2017 00:00,01/01/2049 00:00
5685530,601201-1/1,"37,84","32,9",03/01/2017 00:00,01/01/2049 00:00
5685531,601201-1/15,"37,84","32,9",03/01/2017 00:00,01/01/2049 00:00
5685532,601201-1/27,"37,84","32,9",03/01/2017 00:00,01/01/2049 00:00
5685533,601201-1/28,"37,84","32,9",03/01/2017 00:00,01/01/2049 00:00
5685534,601201-1/29,"37,84","32,9",03/01/2017 00:00,01/01/2049 00:00
5685535,601201-1/3,"37,84","32,9",03/01/2017 00:00,01/01/2049 00:00
5685536,601201-1/30,"37,84","32,9",03/01/2017 00:00,01/01/2049 00:00
5685537,601201-1/S,"37,84","32,9",03/01/2017 00:00,01/01/2049 00:00
5685538,601201-2/1,"37,84","32,9",03/01/2017 00:00,01/01/2049 00:00
5685539,601201-2/15,"37,84","32,9",03/01/2017 00:00,01/01/2049 00:00
