ERRO,COMANDO,NOMECAT,IDPRODUTO,CODPROD,NOMEPROD,PESO,DESCRICAO,ESTOQUE,ESTOQUEMINIMO,DISPONIVEL,PRECO,PRECOPROM,DATAPROMINICIO,DATAPROMFIM,IMAGEMPROD,IMAGEMDET,IMAGEMAMP,CORES,IDPRODUTOPAI,LARGURAPROD,ALTURAPROD,PROFUNDIDADEPROD,PRODMPN
"NomeCat do subproduto n�o existe","A","Ganha Espaço",4024434,"p1225-8","Ganha Espaço Pequeno",0,45,"Ganha Espaço Pequeno",294,1,True,22,6,6,"03/01/2017","1/1/2049","1225_8.JPG","1225_8.JPG","1225_8.JPG",12321,2251582,22,5,12,5,19,"A"
